Name,Team,Reason,Date_2022-12-26 00:00:00,Date_2022-12-27 00:00:00,Date_2022-12-28 00:00:00,Date_2022-12-29 00:00:00,Date_2022-12-30 00:00:00,Date_2022-12-31 00:00:00,Date_2022-01-01 00:00:00,Date_2022-01-02 00:00:00,Date_2022-01-03 00:00:00,Date_2022-01-04 00:00:00
Andrew Omobamidele,"Norwich City
TRACK
11",Lower Back Injury,0,0,0,1,1,1,0,0,0,0
Andrew Omobamidele,"Norwich City
TRACK
7",Lower Back Injury,1,1,1,0,0,0,0,0,0,0
Andrew Robertson,Liverpool,Suspended,0,0,0,0,0,0,1,1,1,1
Andrew Robertson,"Liverpool
TRACK
4",Suspended,0,0,1,0,0,0,0,0,0,0
Andrew Robertson,"Liverpool
TRACK
6",Suspended,0,0,0,1,0,0,0,0,0,0
Andrew Robertson,"Liverpool
TRACK
7",Suspended,0,0,0,0,1,1,0,0,0,0
Andrew Robertson,"Liverpool
TRACK
8",Suspended,1,1,0,0,0,0,0,0,0,0
Andros Townsend,Everton,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Andros Townsend,"Everton
TRACK
9",Ankle/Foot Injury,1,1,1,1,1,1,0,0,0,0
Angelo Ogbonna,West Ham United,Knee Injury,0,0,0,0,0,0,1,1,1,1
Angelo Ogbonna,"West Ham United
TRACK
4",Knee Injury,1,1,1,0,0,0,0,0,0,0
Angelo Ogbonna,"West Ham United
TRACK
5",Knee Injury,0,0,0,1,1,1,0,0,0,0
Anthony Martial,Manchester United,Knee Injury,0,0,0,0,0,0,1,1,1,1
Anthony Martial,"Manchester United
TRACK
4",Knee Injury,0,1,1,1,1,1,0,0,0,0
Anthony Martial,"Manchester United
TRACK
7",Knee Injury,1,0,0,0,0,0,0,0,0,0
Anwar El Ghazi,"Aston Villa
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Ashley Barnes,Burnley,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Ashley Barnes,"Burnley
TRACK
4",Thigh Injury,1,1,1,1,1,0,0,0,0,0
Ashley Barnes,"Burnley
TRACK
7",Thigh Injury,0,0,0,0,0,1,0,0,0,0
Ashley Young,Aston Villa,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Ashley Young,"Aston Villa
TRACK
4",Ankle/Foot Injury,0,0,0,0,0,1,0,0,0,0
Ashley Young,"Aston Villa
TRACK
4",Other,0,1,1,1,1,0,0,0,0,0
Ben Chilwell,Chelsea,Knee Injury,0,0,0,0,0,0,1,1,1,1
Ben Chilwell,"Chelsea
TRACK
6",Illness,0,1,1,1,1,0,0,0,0,0
Ben Chilwell,"Chelsea
TRACK
6",Knee Injury,0,0,0,0,0,1,0,0,0,0
Ben Chilwell,"Chelsea
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Ben Foster,Watford,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,1,1,1,1
Ben Foster,"Watford
TRACK
6",Groin/Hip/Pelvic Injury,1,0,0,0,0,0,0,0,0,0
Ben Foster,"Watford
TRACK
8",Groin/Hip/Pelvic Injury,0,1,1,0,0,0,0,0,0,0
Ben Foster,"Watford
TRACK
9",Groin/Hip/Pelvic Injury,0,0,0,1,1,1,0,0,0,0
Benjamin Mendy,Manchester City,Suspended,0,0,0,0,0,0,1,1,1,1
Benjamin Mendy,"Manchester City
TRACK
4",Suspended,1,0,0,0,0,0,0,0,0,0
Benjamin Mendy,"Manchester City
TRACK
5",Suspended,0,0,0,0,1,1,0,0,0,0
Benjamin Mendy,"Manchester City
TRACK
6",Suspended,0,1,1,1,0,0,0,0,0,0
Bruno Fernandes,Manchester United,Suspended,0,0,0,0,0,0,1,1,0,0
Bruno Fernandes,"Manchester United
TRACK
4",Suspended,0,0,1,1,1,1,0,0,0,0
Bryan Gil,"Tottenham Hotspur
TRACK
4",Illness,1,0,0,0,0,0,0,0,0,0
Bryan Mbeumo,Brentford,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Bryan Mbeumo,"Brentford
TRACK
11",Calf/Shin/Heel Injury,0,1,1,1,1,1,0,0,0,0
Caglar Soyuncu,Leicester City,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Caglar Soyuncu,"Leicester City
TRACK
10",Thigh Injury,0,0,0,1,1,1,0,0,0,0
Caglar Soyuncu,"Leicester City
TRACK
9",Thigh Injury,1,1,1,0,0,0,0,0,0,0
Callum Hudson-Odoi,"Chelsea
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Callum Wilson,Newcastle United,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Callum Wilson,"Newcastle United
TRACK
12",Calf/Shin/Heel Injury,0,0,1,0,1,1,0,0,0,0
Callum Wilson,"Newcastle United
TRACK
13",Calf/Shin/Heel Injury,0,0,0,1,0,0,0,0,0,0
Calum Chambers,Arsenal,Illness,0,0,0,0,0,0,1,1,1,1
Calum Chambers,"Arsenal
TRACK
5",Illness,0,1,1,1,1,1,0,0,0,0
Calum Chambers,"Arsenal
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Cedric Soares,"Arsenal
TRACK
5",Illness,0,1,1,1,1,1,0,0,0,0
Charlie Cresswell,Leeds United,Shoulder Injury,0,0,0,0,0,0,1,1,1,1
Charlie Cresswell,"Leeds United
TRACK
10",Shoulder Injury,0,0,0,0,0,1,0,0,0,0
Charlie Cresswell,"Leeds United
TRACK
9",Shoulder Injury,1,1,1,1,1,0,0,0,0,0
Charlie Goode,Brentford,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Charlie Goode,"Brentford
TRACK
11",Thigh Injury,0,1,1,1,1,1,0,0,0,0
Charlie Goode,"Brentford
TRACK
7",Thigh Injury,1,0,0,0,0,0,0,0,0,0
Che Adams,Southampton,Illness,0,0,0,0,0,0,1,1,1,1
Che Adams,"Southampton
TRACK
9",Illness,0,0,0,1,1,1,0,0,0,0
Cheikhou Kouyate,Crystal Palace,Illness,0,0,0,0,0,0,0,1,1,1
Christian Benteke,"Crystal Palace
TRACK
8",Illness,0,1,0,0,0,0,0,0,0,0
Christian Kabasele,Watford,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Christian Kabasele,"Watford
TRACK
6",Other,1,0,0,0,0,0,0,0,0,0
Christian Kabasele,"Watford
TRACK
8",Calf/Shin/Heel Injury,0,1,1,0,0,0,0,0,0,0
Christian Kabasele,"Watford
TRACK
9",Calf/Shin/Heel Injury,0,0,0,1,1,1,0,0,0,0
Christian Norgaard,Brentford,Suspended,0,0,0,0,0,0,1,0,0,0
Christian Norgaard,"Brentford
TRACK
11",Suspended,0,1,1,1,1,1,0,0,0,0
Christoph Zimmermann,Norwich City,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Christoph Zimmermann,"Norwich City
TRACK
11",Ankle/Foot Injury,0,0,0,1,1,1,0,0,0,0
Christoph Zimmermann,"Norwich City
TRACK
7",Ankle/Foot Injury,1,1,1,0,0,0,0,0,0,0
Ciaran Clark,Newcastle United,Other,0,0,0,0,0,0,1,1,1,1
Ciaran Clark,"Newcastle United
TRACK
12",Other,0,0,1,0,1,1,0,0,0,0
Ciaran Clark,"Newcastle United
TRACK
13",Other,0,0,0,1,0,0,0,0,0,0
Connor Roberts,Burnley,Illness,0,0,0,0,0,0,1,1,1,1
Connor Roberts,"Burnley
TRACK
4",Illness,1,1,1,1,1,0,0,0,0,0
Connor Roberts,"Burnley
TRACK
7",Illness,0,0,0,0,0,1,0,0,0,0
Conor Gallagher,Crystal Palace,Illness,0,0,0,0,0,0,1,1,1,1
Conor Gallagher,"Crystal Palace
TRACK
6",Other,0,0,1,0,0,0,0,0,0,0
Conor Gallagher,"Crystal Palace
TRACK
7",Other,0,0,0,1,1,1,0,0,0,0
Cristian Romero,Tottenham Hotspur,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Cristian Romero,"Tottenham Hotspur
TRACK
4",Thigh Injury,1,1,1,1,1,1,0,0,0,0
Curtis Jones,"Liverpool
TRACK
8",Illness,1,1,0,0,0,0,0,0,0,0
Dale Stephens,"Burnley
TRACK
4",Illness,1,1,1,1,1,0,0,0,0,0
Dane Scarlett,"Tottenham Hotspur
TRACK
4",Illness,1,1,1,0,0,0,0,0,0,0
Daniel James,Leeds United,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,1,0,0,0
Daniel James,"Leeds United
TRACK
10",Groin/Hip/Pelvic Injury,0,0,0,0,0,1,0,0,0,0
Daniel James,"Leeds United
TRACK
9",Groin/Hip/Pelvic Injury,1,1,1,1,1,0,0,0,0,0
Danny Rose,Watford,Knee Injury,0,0,0,0,0,0,1,1,1,1
Danny Rose,"Watford
TRACK
8",Knee Injury,0,0,1,0,0,0,0,0,0,0
Danny Rose,"Watford
TRACK
9",Knee Injury,0,0,0,1,1,1,0,0,0,0
Danny Ward,"Leicester City
TRACK
9",Other,0,1,1,0,0,0,0,0,0,0
David Raya Martin,Brentford,Knee Injury,0,0,0,0,0,0,1,1,1,1
David Raya Martin,"Brentford
TRACK
11",Knee Injury,0,1,1,1,1,1,0,0,0,0
David Raya Martin,"Brentford
TRACK
7",Knee Injury,1,0,0,0,0,0,0,0,0,0
Declan Rice,"West Ham United
TRACK
4",Suspended,0,1,1,0,0,0,0,0,0,0
Declan Rice,"West Ham United
TRACK
5",Suspended,0,0,0,1,1,1,0,0,0,0
Demarai Gray,Everton,Illness,0,0,0,0,0,0,1,1,0,0
Demarai Gray,"Everton
TRACK
9",Illness,1,1,1,1,1,1,0,0,0,0
Diego Llorente,Leeds United,Illness,0,0,0,0,0,0,1,0,0,0
Diego Llorente,Leeds United,Suspended,0,0,0,0,0,0,0,0,0,1
Diego Llorente,"Leeds United
TRACK
10",Illness,0,0,0,0,0,1,0,0,0,0
Diego Llorente,"Leeds United
TRACK
9",Illness,1,1,1,1,1,0,0,0,0,0
Dimitris Giannoulis,Norwich City,Other,0,0,0,0,0,0,1,1,1,1
Dimitris Giannoulis,"Norwich City
TRACK
11",Other,0,0,0,1,1,1,0,0,0,0
Divock Origi,Liverpool,Knee Injury,0,0,0,0,0,0,1,1,1,1
Divock Origi,"Liverpool
TRACK
7",Knee Injury,0,0,0,0,1,1,0,0,0,0
Dominic Calvert-Lewin,Everton,Thigh Injury,0,0,0,0,0,0,1,0,0,0
Dominic Calvert-Lewin,"Everton
TRACK
9",Thigh Injury,1,1,1,1,1,1,0,0,0,0
Dominic Thompson,Brentford,Ankle/Foot Injury,0,0,0,0,0,0,1,0,0,0
Dominic Thompson,"Brentford
TRACK
11",Ankle/Foot Injury,0,0,0,0,1,1,0,0,0,0
Eberechi Eze,"Crystal Palace
TRACK
6",Illness,0,0,1,0,0,0,0,0,0,0
Eberechi Eze,"Crystal Palace
TRACK
7",Illness,0,0,0,1,1,1,0,0,0,0
Eberechi Eze,"Crystal Palace
TRACK
8",Illness,0,1,0,0,0,0,0,0,0,0
Edinson Cavani Gomez,"Manchester United
TRACK
4",Other,0,1,0,0,0,0,0,0,0,0
Edinson Cavani Gomez,"Manchester United
TRACK
7",Other,1,0,0,0,0,0,0,0,0,0
Emil Krafth,"Newcastle United
TRACK
7",Illness,1,1,0,0,0,0,0,0,0,0
Fabian Delph,Everton,Illness,0,0,0,0,0,0,1,1,1,1
Fabian Delph,"Everton
TRACK
9",Illness,1,1,1,1,1,1,0,0,0,0
Fabian Schar,"Newcastle United
TRACK
12",Thigh Injury,0,0,1,0,0,0,0,0,0,0
Fabian Schar,"Newcastle United
TRACK
13",Thigh Injury,0,0,0,1,0,0,0,0,0,0
Fabio Soares Silva,Wolverhampton Wanderers,Illness,0,0,0,0,0,0,1,1,0,0
Fabio Soares Silva,"Wolverhampton Wanderers
TRACK
7",Illness,1,1,1,1,1,1,0,0,0,0
Fabio Tavares,"Liverpool
TRACK
8",Illness,1,1,0,0,0,0,0,0,0,0
Federico Fernandez,Newcastle United,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Federico Fernandez,"Newcastle United
TRACK
12",Thigh Injury,0,0,1,0,1,1,0,0,0,0
Federico Fernandez,"Newcastle United
TRACK
13",Thigh Injury,0,0,0,1,0,0,0,0,0,0
Federico Fernandez,"Newcastle United
TRACK
7",Thigh Injury,1,1,0,0,0,0,0,0,0,0
Ferran Torres Garcia,"Manchester City
TRACK
4",Ankle/Foot Injury,1,0,0,0,0,0,0,0,0,0
Ferran Torres Garcia,"Manchester City
TRACK
6",Ankle/Foot Injury,0,1,1,1,0,0,0,0,0,0
Filip Benkovic,"Leicester City
TRACK
9",Illness,1,0,0,0,0,0,0,0,0,0
Francisco Sierralta Carvallo,"Watford
TRACK
8",Thigh Injury,0,1,0,0,0,0,0,0,0,0
Fraser Forster,"Southampton
TRACK
3",Groin/Hip/Pelvic Injury,1,0,0,0,0,0,0,0,0,0
Gabriel dos Santos Magalhaes,Arsenal,Suspended,0,0,0,0,0,0,1,1,1,1
Giovani Lo Celso,"Tottenham Hotspur
TRACK
4",Calf/Shin/Heel Injury,0,1,1,1,1,1,0,0,0,0
Grant Hanley,Norwich City,Shoulder Injury,0,0,0,0,0,0,1,1,1,1
Grant Hanley,"Norwich City
TRACK
11",Shoulder Injury,0,0,0,1,1,1,0,0,0,0
Grant Hanley,"Norwich City
TRACK
7",Shoulder Injury,1,1,1,0,0,0,0,0,0,0
Hakim Ziyech,"Chelsea
TRACK
7",Calf/Shin/Heel Injury,1,0,0,0,0,0,0,0,0,0
Hamza Choudhury,"Leicester City
TRACK
9",Illness,1,0,0,0,0,0,0,0,0,0
Harry Maguire,Manchester United,Chest/Abdominal Injury,0,0,0,0,0,0,0,0,0,1
Harry Maguire,Manchester United,Other,0,0,0,0,0,0,0,0,1,0
Harvey Barnes,Leicester City,Illness,0,0,0,0,0,0,1,1,1,1
Harvey Barnes,"Leicester City
TRACK
10",Illness,0,0,0,0,1,1,0,0,0,0
Harvey Barnes,"Leicester City
TRACK
10",Other,0,0,0,1,0,0,0,0,0,0
Harvey Barnes,"Leicester City
TRACK
9",Other,0,1,1,0,0,0,0,0,0,0
Harvey Elliott,Liverpool,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Harvey Elliott,"Liverpool
TRACK
4",Ankle/Foot Injury,0,0,1,0,0,0,0,0,0,0
Harvey Elliott,"Liverpool
TRACK
6",Ankle/Foot Injury,0,0,0,1,0,0,0,0,0,0
Harvey Elliott,"Liverpool
TRACK
7",Ankle/Foot Injury,0,0,0,0,1,1,0,0,0,0
Harvey Elliott,"Liverpool
TRACK
8",Ankle/Foot Injury,1,1,0,0,0,0,0,0,0,0
Hee-Chan Hwang,Wolverhampton Wanderers,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Hee-Chan Hwang,"Wolverhampton Wanderers
TRACK
7",Thigh Injury,1,1,1,1,1,1,0,0,0,0
Isaac Hayden,Newcastle United,Knee Injury,0,0,0,0,0,0,1,1,1,1
Isaac Hayden,"Newcastle United
TRACK
12",Knee Injury,0,0,0,0,1,1,0,0,0,0
Isaac Hayden,"Newcastle United
TRACK
12",Suspended,0,0,1,0,0,0,0,0,0,0
Isaac Hayden,"Newcastle United
TRACK
13",Suspended,0,0,0,1,0,0,0,0,0,0
Isaac Hayden,"Newcastle United
TRACK
7",Suspended,1,1,0,0,0,0,0,0,0,0
Ismaila Sarr,Watford,Knee Injury,0,0,0,0,0,0,1,1,1,1
Ismaila Sarr,"Watford
TRACK
6",Knee Injury,1,0,0,0,0,0,0,0,0,0
Ismaila Sarr,"Watford
TRACK
8",Knee Injury,0,1,1,0,0,0,0,0,0,0
Ismaila Sarr,"Watford
TRACK
9",Knee Injury,0,0,0,1,1,1,0,0,0,0
Jack Harrison,Leeds United,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,1,0,0,0
Jack Harrison,"Leeds United
TRACK
10",Groin/Hip/Pelvic Injury,0,0,0,0,0,1,0,0,0,0
Jack Stephens,Southampton,Illness,0,0,0,0,0,0,1,1,1,1
Jack Stephens,"Southampton
TRACK
4",Illness,0,1,1,0,0,0,0,0,0,0
Jack Stephens,"Southampton
TRACK
9",Illness,0,0,0,1,1,1,0,0,0,0
Jamal Lewis,Newcastle United,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Jamal Lewis,"Newcastle United
TRACK
12",Thigh Injury,0,0,1,0,1,1,0,0,0,0
Jamal Lewis,"Newcastle United
TRACK
13",Thigh Injury,0,0,0,1,0,0,0,0,0,0
Jamal Lewis,"Newcastle United
TRACK
7",Thigh Injury,1,1,0,0,0,0,0,0,0,0
James Justin,Leicester City,Knee Injury,0,0,0,0,0,0,1,1,1,1
James Justin,"Leicester City
TRACK
10",Knee Injury,0,0,0,1,1,1,0,0,0,0
James Justin,"Leicester City
TRACK
9",Knee Injury,1,1,1,0,0,0,0,0,0,0
James Maddison,Leicester City,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
James Maddison,"Leicester City
TRACK
10",Calf/Shin/Heel Injury,0,0,0,0,1,1,0,0,0,0
James Maddison,"Leicester City
TRACK
10",Other,0,0,0,1,0,0,0,0,0,0
James McArthur,Crystal Palace,Thigh Injury,0,0,0,0,0,0,1,1,1,1
James McArthur,"Crystal Palace
TRACK
2",Thigh Injury,1,0,0,0,0,0,0,0,0,0
James McArthur,"Crystal Palace
TRACK
6",Thigh Injury,0,0,1,0,0,0,0,0,0,0
James McArthur,"Crystal Palace
TRACK
7",Thigh Injury,0,0,0,1,1,1,0,0,0,0
James McArthur,"Crystal Palace
TRACK
8",Thigh Injury,0,1,0,0,0,0,0,0,0,0
Jamie Shackleton,Leeds United,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Jamie Shackleton,"Leeds United
TRACK
10",Calf/Shin/Heel Injury,0,0,0,0,0,1,0,0,0,0
Jamie Shackleton,"Leeds United
TRACK
9",Calf/Shin/Heel Injury,1,1,1,1,1,0,0,0,0,0
Jamie Vardy,Leicester City,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Jamie Vardy,"Leicester City
TRACK
10",Thigh Injury,0,0,0,1,1,1,0,0,0,0
Jamie Vardy,"Leicester City
TRACK
9",Thigh Injury,1,0,0,0,0,0,0,0,0,0
Jarrad Branthwaite,Everton,Other,0,0,0,0,0,0,0,0,1,1
Jason Steele,"Brighton and Hove Albion
TRACK
7",Illness,0,0,0,1,0,0,0,0,0,0
Jason Steele,"Brighton and Hove Albion
TRACK
8",Illness,1,1,1,0,0,0,0,0,0,0
Javier Manquillo,Newcastle United,Suspended,0,0,0,0,0,0,1,1,1,1
Javier Manquillo,"Newcastle United
TRACK
12",Suspended,0,0,1,0,1,1,0,0,0,0
Javier Manquillo,"Newcastle United
TRACK
13",Suspended,0,0,0,1,0,0,0,0,0,0
Javier Manquillo,"Newcastle United
TRACK
7",Illness,1,1,0,0,0,0,0,0,0,0
Jay Rodriguez,Burnley,Illness,0,0,0,0,0,0,1,0,0,0
Jay Rodriguez,"Burnley
TRACK
7",Illness,0,0,0,0,0,1,0,0,0,0
Jed Steer,"Aston Villa
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Jeremy Sarmiento,Brighton and Hove Albion,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Jeremy Sarmiento,"Brighton and Hove Albion
TRACK
4",Thigh Injury,0,0,0,0,1,1,0,0,0,0
Jeremy Sarmiento,"Brighton and Hove Albion
TRACK
7",Thigh Injury,0,0,0,1,0,0,0,0,0,0
Jeremy Sarmiento,"Brighton and Hove Albion
TRACK
8",Thigh Injury,1,1,1,0,0,0,0,0,0,0
Joachim Andersen,"Crystal Palace
TRACK
7",Other,0,0,0,1,1,1,0,0,0,0
Joel Matip,Liverpool,Illness,0,0,0,0,0,0,0,1,1,1
Joel Veltman,"Brighton and Hove Albion
TRACK
7",Thigh Injury,0,0,0,1,0,0,0,0,0,0
Joel Veltman,"Brighton and Hove Albion
TRACK
8",Thigh Injury,1,1,1,0,0,0,0,0,0,0
John McGinn,Aston Villa,Suspended,0,0,0,0,0,0,0,0,1,1
John Stones,Manchester City,Other,0,0,0,0,0,0,1,1,1,1
John Stones,"Manchester City
TRACK
5",Other,0,0,0,0,1,1,0,0,0,0
John Stones,"Manchester City
TRACK
6",Other,0,1,1,1,0,0,0,0,0,0
Jonjo Shelvey,"Newcastle United
TRACK
7",Other,1,1,0,0,0,0,0,0,0,0
Jonny Castro Otto,Wolverhampton Wanderers,Knee Injury,0,0,0,0,0,0,1,1,1,1
Jonny Castro Otto,"Wolverhampton Wanderers
TRACK
7",Knee Injury,1,1,1,1,1,1,0,0,0,0
Jonny Evans,Leicester City,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Jonny Evans,"Leicester City
TRACK
10",Thigh Injury,0,0,0,1,1,1,0,0,0,0
Jonny Evans,"Leicester City
TRACK
9",Thigh Injury,0,1,1,0,0,0,0,0,0,0
Jose Salomon Rondon,Everton,Thigh Injury,0,0,0,0,0,0,1,1,0,0
Jose Salomon Rondon,"Everton
TRACK
9",Thigh Injury,1,1,1,1,1,1,0,0,0,0
Joseph Willock,Newcastle United,Other,0,0,0,0,0,0,1,1,1,1
Joseph Willock,"Newcastle United
TRACK
12",Other,0,0,1,0,1,1,0,0,0,0
Joseph Willock,"Newcastle United
TRACK
13",Other,0,0,0,1,0,0,0,0,0,0
Josh Brownhill,Burnley,Illness,0,0,0,0,0,0,1,1,1,1
Josh Brownhill,"Burnley
TRACK
7",Illness,0,0,0,0,0,1,0,0,0,0
Joshua Dasilva,Brentford,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,1,1,1,1
Joshua Dasilva,"Brentford
TRACK
11",Groin/Hip/Pelvic Injury,0,1,1,1,1,1,0,0,0,0
Joshua Dasilva,"Brentford
TRACK
7",Groin/Hip/Pelvic Injury,1,0,0,0,0,0,0,0,0,0
Juan Mata,"Manchester United
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Julian Jeanvier,Brentford,Knee Injury,0,0,0,0,0,0,1,1,1,1
Julian Jeanvier,"Brentford
TRACK
11",Knee Injury,0,1,1,1,1,1,0,0,0,0
Julian Jeanvier,"Brentford
TRACK
7",Knee Injury,1,0,0,0,0,0,0,0,0,0
Jurgen Locadia,Brighton and Hove Albion,Illness,0,0,0,0,0,0,1,1,1,1
Jurgen Locadia,"Brighton and Hove Albion
TRACK
4",Illness,0,0,0,0,1,1,0,0,0,0
Jurgen Locadia,"Brighton and Hove Albion
TRACK
7",Illness,0,0,0,1,0,0,0,0,0,0
Jurgen Locadia,"Brighton and Hove Albion
TRACK
8",Illness,1,1,1,0,0,0,0,0,0,0
Kai Havertz,"Chelsea
TRACK
6",Illness,0,1,1,1,0,0,0,0,0,0
Kai Havertz,"Chelsea
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Kalvin Phillips,Leeds United,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Kalvin Phillips,"Leeds United
TRACK
10",Thigh Injury,0,0,0,0,0,1,0,0,0,0
Kalvin Phillips,"Leeds United
TRACK
9",Thigh Injury,1,1,1,1,1,0,0,0,0,0
Karl Darlow,Newcastle United,Other,0,0,0,0,0,0,1,1,1,1
Karl Darlow,"Newcastle United
TRACK
12",Other,0,0,1,0,1,1,0,0,0,0
Karl Darlow,"Newcastle United
TRACK
13",Other,0,0,0,1,0,0,0,0,0,0
Keinan Davis,"Aston Villa
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Kevin Long,Burnley,Illness,0,0,0,0,0,0,1,0,0,0
Kevin Long,"Burnley
TRACK
7",Illness,0,0,0,0,0,1,0,0,0,0
Kiko Femenia,Watford,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Kiko Femenia,"Watford
TRACK
9",Other,0,0,0,1,1,0,0,0,0,0
Kiko Femenia,"Watford
TRACK
9",Thigh Injury,0,0,0,0,0,1,0,0,0,0
Kristoffer Ajer,Brentford,Thigh Injury,0,0,0,0,0,0,1,1,0,0
Kristoffer Ajer,"Brentford
TRACK
11",Thigh Injury,0,1,1,1,1,1,0,0,0,0
Kristoffer Ajer,"Brentford
TRACK
7",Thigh Injury,1,0,0,0,0,0,0,0,0,0
Kurt Zouma,West Ham United,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Kurt Zouma,"West Ham United
TRACK
4",Thigh Injury,1,1,1,0,0,0,0,0,0,0
Kurt Zouma,"West Ham United
TRACK
5",Thigh Injury,0,0,0,1,1,1,0,0,0,0
Kwadwo Baah,Watford,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Kwadwo Baah,"Watford
TRACK
6",Ankle/Foot Injury,1,0,0,0,0,0,0,0,0,0
Kwadwo Baah,"Watford
TRACK
8",Ankle/Foot Injury,0,1,1,0,0,0,0,0,0,0
